Drg,0.1,0.2,1.0
Drg0,0.836,0.901,0.924
Drg2,0.611,0.647,0.692
Drg3,0.516,0.666,0.779
Drg50,0.601,0.582,0.683
Drg52,0.676,0.654,0.674
Drg66,0.714,0.853,0.929
Drg67,0.705,0.771,0.85
Drg68,0.726,0.797,0.846
Drg69,0.724,0.775,0.842
Drg84,0.549,0.521,0.623
Drg96,0.718,0.632,0.721
Drg97,0.736,0.717,0.761
Drg178,0.633,0.697,0.653
Drg179,0.785,0.821,0.837
Drg256,0.568,0.584,0.678
Drg259,0.816,0.823,0.85
Drg261,0.6,0.641,0.709
Drg262,0.581,0.598,0.586
Drg263,0.668,0.656,0.72
Drg309,0.631,0.716,0.693
