Drg,0.1,0.2,1.0
Drg0,0.742,0.798,0.875
Drg2,0.582,0.605,0.661
Drg3,0.457,0.522,0.679
Drg50,0.608,0.595,0.661
Drg52,0.709,0.703,0.713
Drg66,0.634,0.651,0.837
Drg67,0.754,0.747,0.828
Drg68,0.583,0.684,0.736
Drg69,0.663,0.679,0.796
Drg84,0.602,0.599,0.643
Drg96,0.652,0.693,0.676
Drg97,0.679,0.679,0.723
Drg178,0.703,0.671,0.695
Drg179,0.736,0.797,0.844
Drg256,0.648,0.69,0.67
Drg259,0.803,0.838,0.85
Drg261,0.683,0.696,0.713
Drg262,0.665,0.675,0.634
Drg263,0.694,0.695,0.734
Drg309,0.721,0.692,0.713
