Drg,data_1,data_2,data_3,data_4,data_5,mean_result
Drg0,0.6175115207373272,0.6182266009852218,0.6425438596491229,0.7323529411764707,0.3650793650793651,0.5951428575255016
Drg2,0.5434173669467788,0.45542168674698796,0.6714766714766714,0.5091575091575091,0.4743083003952569,0.5307563069446408
Drg3,0.6549707602339182,0.5087719298245614,0.5738095238095239,0.36904761904761907,0.4801512287334594,0.5173502123298165
Drg50,0.6595911949685535,0.5912408759124088,0.6059285091543156,0.5618595825426945,0.6175548589341693,0.6072350043024284
Drg52,0.7232142857142858,0.7312081857536403,0.7794612794612794,0.665521978021978,0.6637700534759359,0.712635156485424
Drg66,0.792022792022792,0.825,0.9158163265306123,0.8455882352941178,0.8309178743961352,0.8418690456487316
Drg67,0.7808857808857809,0.7077881619937695,0.7571929824561404,0.7527915632754343,0.7965367965367964,0.7590390570295842
Drg68,0.658920539730135,0.8054298642533937,0.7115677321156774,0.7682034976152623,0.7638888888888888,0.7416021045206714
Drg69,0.7231585518102372,0.7691358024691357,0.8407294832826748,0.703968253968254,0.7727639000805803,0.7619511983221765
Drg84,0.4584139264990329,0.6836343732895458,0.5372208436724566,0.5793285055957866,0.615686274509804,0.5748567847133252
Drg96,0.5963855421686747,0.8149425287356322,0.47007930785868784,0.5591397849462365,0.7801724137931034,0.6441439155004669
Drg97,0.6494565217391304,0.7067954841511073,0.7083333333333333,0.642901813633521,0.6450928381962865,0.6705159982106756
Drg178,0.8163265306122449,0.8242424242424243,0.6885775862068966,0.6401515151515151,0.7361702127659574,0.7410936537958077
Drg179,0.6383731211317418,0.7624100037893141,0.6891891891891893,0.7901399067288475,0.6649411764705883,0.7090106794619361
Drg256,0.6956521739130435,0.6690856313497823,0.6326797385620915,0.6092307692307692,0.5694444444444444,0.6352185515000262
Drg259,0.5845780206435944,0.5703980099502488,0.5946907318358474,0.636241610738255,0.4888313982836951,0.5749479542903282
Drg261,0.7332589285714286,0.6924510717614166,0.616923956546598,0.74002849002849,0.5814863102998695,0.6728297514415607
Drg262,0.6850328947368421,0.5021645021645021,0.6900452488687783,0.7295136575616256,0.7682926829268293,0.6750097972517155
Drg263,0.6964137111155142,0.5308321308321309,0.5772106673471992,0.6483848832185427,0.6340229623735365,0.6173728709773847
Drg309,0.6263440860215054,0.7589285714285714,0.7460000000000001,0.6519480519480519,0.6547987616099071,0.6876038942016072
