Drg,10,20,30,40,50,60,70,80,90
Drg0,0.534,0.643,0.824,0.859,0.861,0.861,0.862,0.874,0.874
Drg2,0.568,0.625,0.638,0.628,0.617,0.624,0.62,0.624,0.625
Drg3,0.461,0.467,0.529,0.569,0.593,0.602,0.606,0.634,0.635
Drg50,0.64,0.635,0.638,0.645,0.643,0.645,0.643,0.645,0.646
Drg52,0.681,0.691,0.69,0.703,0.715,0.72,0.728,0.731,0.733
Drg66,0.541,0.585,0.604,0.633,0.632,0.631,0.617,0.623,0.628
Drg67,0.61,0.698,0.709,0.721,0.715,0.717,0.712,0.743,0.743
Drg68,0.461,0.588,0.592,0.612,0.611,0.651,0.646,0.663,0.67
Drg69,0.488,0.518,0.54,0.579,0.586,0.606,0.607,0.619,0.62
Drg84,0.595,0.607,0.607,0.602,0.597,0.596,0.602,0.605,0.605
Drg96,0.707,0.733,0.736,0.737,0.738,0.736,0.733,0.729,0.721
Drg97,0.656,0.676,0.699,0.694,0.7,0.712,0.719,0.728,0.733
Drg178,0.555,0.519,0.531,0.525,0.542,0.556,0.564,0.576,0.584
Drg179,0.593,0.647,0.659,0.692,0.692,0.7,0.706,0.717,0.739
Drg256,0.57,0.62,0.673,0.683,0.678,0.694,0.696,0.697,0.704
Drg259,0.76,0.771,0.805,0.827,0.83,0.832,0.834,0.834,0.835
Drg261,0.658,0.658,0.673,0.675,0.672,0.687,0.691,0.701,0.697
Drg262,0.658,0.651,0.68,0.688,0.695,0.696,0.692,0.689,0.689
Drg263,0.644,0.664,0.675,0.686,0.69,0.695,0.699,0.705,0.707
Drg309,0.629,0.67,0.702,0.712,0.712,0.715,0.724,0.736,0.739
