Drg,10,20,30,40,50,60,70,80,90
Drg0,0.582,0.576,0.599,0.669,0.602,0.648,0.656,0.671,0.744
Drg2,0.624,0.606,0.619,0.619,0.636,0.635,0.639,0.659,0.669
Drg3,0.421,0.594,0.579,0.565,0.619,0.634,0.688,0.686,0.686
Drg50,0.612,0.653,0.627,0.639,0.641,0.646,0.639,0.642,0.644
Drg52,0.724,0.727,0.753,0.735,0.756,0.754,0.762,0.757,0.78
Drg66,0.4,0.343,0.357,0.324,0.361,0.403,0.454,0.474,0.402
Drg67,0.498,0.499,0.535,0.523,0.535,0.556,0.567,0.579,0.574
Drg68,0.352,0.353,0.406,0.416,0.357,0.393,0.391,0.406,0.408
Drg69,0.462,0.424,0.506,0.432,0.419,0.498,0.451,0.476,0.539
Drg84,0.58,0.598,0.599,0.623,0.609,0.592,0.613,0.608,0.613
Drg96,0.689,0.667,0.686,0.72,0.705,0.722,0.709,0.722,0.722
Drg97,0.666,0.696,0.687,0.719,0.71,0.699,0.727,0.73,0.724
Drg178,0.488,0.532,0.523,0.568,0.552,0.609,0.573,0.567,0.589
Drg179,0.574,0.59,0.618,0.655,0.647,0.646,0.69,0.629,0.676
Drg256,0.618,0.676,0.668,0.694,0.701,0.709,0.69,0.712,0.736
Drg259,0.531,0.618,0.585,0.677,0.68,0.732,0.715,0.741,0.78
Drg261,0.579,0.648,0.642,0.656,0.673,0.671,0.686,0.701,0.71
Drg262,0.586,0.626,0.652,0.66,0.662,0.641,0.666,0.662,0.64
Drg263,0.638,0.65,0.675,0.688,0.689,0.695,0.703,0.702,0.705
Drg309,0.669,0.691,0.692,0.719,0.721,0.728,0.741,0.738,0.758
