Drg,10,20,30,40,50,60,70,80,90
Drg0,0.637,0.593,0.655,0.686,0.604,0.73,0.737,0.683,0.722
Drg2,0.547,0.526,0.542,0.566,0.607,0.557,0.584,0.671,0.672
Drg3,0.517,0.437,0.518,0.462,0.585,0.54,0.493,0.562,0.655
Drg50,0.659,0.617,0.647,0.626,0.638,0.662,0.622,0.639,0.637
Drg52,0.656,0.669,0.715,0.653,0.71,0.708,0.72,0.698,0.726
Drg66,0.661,0.558,0.595,0.501,0.479,0.506,0.498,0.46,0.463
Drg67,0.687,0.655,0.663,0.668,0.717,0.688,0.665,0.675,0.652
Drg68,0.64,0.64,0.582,0.617,0.566,0.601,0.526,0.62,0.533
Drg69,0.616,0.609,0.635,0.596,0.597,0.572,0.568,0.572,0.574
Drg84,0.627,0.626,0.573,0.602,0.623,0.598,0.6,0.595,0.607
Drg96,0.617,0.628,0.67,0.661,0.665,0.658,0.651,0.685,0.688
Drg97,0.644,0.662,0.676,0.685,0.646,0.667,0.646,0.674,0.698
Drg178,0.577,0.621,0.607,0.582,0.584,0.589,0.589,0.61,0.621
Drg179,0.795,0.792,0.786,0.78,0.747,0.775,0.772,0.757,0.757
Drg256,0.655,0.628,0.669,0.699,0.697,0.668,0.671,0.707,0.666
Drg259,0.831,0.829,0.817,0.828,0.832,0.839,0.828,0.818,0.806
Drg261,0.64,0.661,0.682,0.659,0.635,0.644,0.665,0.653,0.679
Drg262,0.618,0.593,0.651,0.629,0.639,0.595,0.624,0.68,0.666
Drg263,0.667,0.679,0.677,0.675,0.693,0.689,0.685,0.691,0.702
Drg309,0.629,0.687,0.686,0.648,0.681,0.71,0.74,0.701,0.727
