Drg,0.1,0.2,1.0
Drg0,0.666,0.626,0.695
Drg2,0.62,0.594,0.619
Drg3,0.567,0.621,0.643
Drg50,0.585,0.623,0.679
Drg52,0.561,0.643,0.674
Drg66,0.629,0.686,0.642
Drg67,0.571,0.634,0.612
Drg68,0.585,0.643,0.648
Drg69,0.666,0.63,0.616
Drg84,0.603,0.6,0.662
Drg96,0.567,0.666,0.651
Drg97,0.627,0.657,0.668
Drg178,0.551,0.553,0.567
Drg179,0.491,0.603,0.594
Drg256,0.617,0.654,0.664
Drg259,0.641,0.619,0.678
Drg261,0.615,0.627,0.747
Drg262,0.606,0.658,0.705
Drg263,0.645,0.619,0.699
Drg309,0.634,0.646,0.695
