Drg,data_1,data_2,data_3,data_4,data_5,mean_result
Drg0,0.776036866359447,0.7906403940886699,0.7258771929824561,0.7676470588235295,0.7172619047619048,0.7554926834032014
Drg2,0.41120448179271707,0.5306024096385543,0.5685425685425685,0.5485347985347986,0.46301524562394136,0.504379900826516
Drg3,0.7836257309941521,0.8771929824561403,0.6404761904761904,0.6636904761904763,0.6729678638941399,0.7275906488022198
Drg50,0.6396750524109015,0.5697601668404587,0.734306887532694,0.5222011385199241,0.6637931034482758,0.6259472697504508
Drg52,0.6875,0.8512396694214875,0.7567340067340067,0.6929945054945055,0.7533422459893048,0.748362085527861
Drg66,0.6923076923076923,0.5525,0.8265306122448979,0.8069852941176471,0.6376811594202898,0.7032009516181054
Drg67,0.7665112665112664,0.6816199376947041,0.72,0.6882754342431762,0.7564935064935066,0.7225800289885306
Drg68,0.5700899550224887,0.7617970265029088,0.6187214611872146,0.6998410174880763,0.6886574074074073,0.6678213735216192
Drg69,0.624843945068664,0.702880658436214,0.7817629179331307,0.7162698412698413,0.7328767123287672,0.7117268150073235
Drg84,0.5177304964539007,0.6510673234811166,0.6191066997518611,0.5786701777485187,0.6326797385620915,0.5998508871994976
Drg96,0.6041308089500861,0.8528735632183908,0.6308579668348955,0.6818996415770608,0.7758620689655172,0.7091248099091901
Drg97,0.8106884057971014,0.7443551888840643,0.6592487373737373,0.7420888055034397,0.7580901856763926,0.7428942646469471
Drg178,0.6658163265306123,0.6181818181818182,0.7036637931034483,0.6534090909090908,0.6680851063829787,0.6618312270215897
Drg179,0.5375773651635721,0.627889352027283,0.49140049140049136,0.5296469020652899,0.5661176470588236,0.550526351543092
Drg256,0.7989130434782609,0.7329462989840347,0.7333333333333333,0.8184615384615386,0.7465277777777778,0.7660363984069891
Drg259,0.4928354584092289,0.6072636815920398,0.6186680719320203,0.555503355704698,0.5117995961635537,0.5572140327603081
Drg261,0.7347470238095238,0.614165890027959,0.7061177815894797,0.7827635327635328,0.6929595827900912,0.7061507621961173
Drg262,0.7598684210526315,0.523088023088023,0.6312217194570137,0.6922051965356428,0.6618625277161863,0.6536491775698995
Drg263,0.7015058450564692,0.6857383357383358,0.7120326655608012,0.7272473123745139,0.7059224735705354,0.7064893264601311
Drg309,0.6612903225806451,0.8329081632653061,0.81,0.7324675324675325,0.8072755417956656,0.7687883120218298
