Drg,0.1,0.2,1.0
Drg0,0.549,0.677,0.858
Drg2,0.601,0.616,0.618
Drg3,0.428,0.508,0.444
Drg50,0.621,0.582,0.636
Drg52,0.768,0.727,0.717
Drg66,0.424,0.452,0.435
Drg67,0.567,0.511,0.694
Drg68,0.363,0.369,0.451
Drg69,0.475,0.435,0.44
Drg84,0.617,0.606,0.605
Drg96,0.622,0.604,0.702
Drg97,0.646,0.688,0.676
Drg178,0.529,0.541,0.528
Drg179,0.59,0.542,0.581
Drg256,0.706,0.728,0.698
Drg259,0.626,0.736,0.78
Drg261,0.638,0.655,0.654
Drg262,0.621,0.691,0.688
Drg263,0.638,0.648,0.64
Drg309,0.74,0.751,0.725
