Drg,0.1,0.2,1.0
Drg0,0.881,0.905,0.938
Drg2,0.597,0.617,0.705
Drg3,0.729,0.843,0.882
Drg50,0.583,0.603,0.695
Drg52,0.655,0.623,0.719
Drg66,0.634,0.727,0.908
Drg67,0.694,0.762,0.848
Drg68,0.78,0.802,0.847
Drg69,0.721,0.806,0.825
Drg84,0.571,0.586,0.628
Drg96,0.623,0.667,0.76
Drg97,0.694,0.739,0.754
Drg178,0.695,0.686,0.677
Drg179,0.791,0.823,0.844
Drg256,0.688,0.717,0.707
Drg259,0.817,0.841,0.85
Drg261,0.68,0.665,0.731
Drg262,0.635,0.645,0.657
Drg263,0.687,0.692,0.72
Drg309,0.699,0.697,0.716
