Drg,10,20,30,40,50,60,70,80,90
Drg0,0.892,0.903,0.901,0.899,0.9,0.904,0.91,0.909,0.906
Drg2,0.6,0.63,0.65,0.648,0.632,0.642,0.617,0.604,0.596
Drg3,0.918,0.93,0.93,0.942,0.942,0.942,0.942,0.918,0.924
Drg50,0.622,0.609,0.609,0.626,0.617,0.603,0.604,0.606,0.61
Drg52,0.758,0.763,0.747,0.749,0.751,0.738,0.739,0.738,0.749
Drg66,0.877,0.91,0.94,0.938,0.938,0.962,0.962,0.952,0.962
Drg67,0.836,0.831,0.799,0.804,0.814,0.809,0.809,0.807,0.808
Drg68,0.879,0.892,0.884,0.888,0.89,0.892,0.899,0.897,0.899
Drg69,0.806,0.82,0.809,0.812,0.808,0.806,0.799,0.805,0.797
Drg84,0.677,0.669,0.667,0.669,0.672,0.677,0.681,0.678,0.696
Drg96,0.714,0.726,0.714,0.702,0.698,0.696,0.714,0.721,0.725
Drg97,0.766,0.752,0.73,0.721,0.74,0.733,0.735,0.733,0.729
Drg178,0.703,0.663,0.648,0.671,0.653,0.648,0.646,0.659,0.669
Drg179,0.886,0.883,0.883,0.869,0.869,0.874,0.87,0.881,0.883
Drg256,0.604,0.636,0.637,0.627,0.633,0.644,0.633,0.643,0.633
Drg259,0.856,0.866,0.867,0.872,0.868,0.863,0.854,0.858,0.856
Drg261,0.633,0.641,0.647,0.664,0.676,0.671,0.667,0.662,0.666
Drg262,0.477,0.506,0.536,0.522,0.549,0.57,0.563,0.553,0.563
Drg263,0.657,0.66,0.665,0.664,0.667,0.664,0.667,0.66,0.658
Drg309,0.819,0.8,0.819,0.802,0.798,0.79,0.8,0.8,0.795
