Drg,10,20,30,40,50,60,70,80,90
Drg0,0.94,0.946,0.952,0.941,0.939,0.946,0.949,0.946,0.946
Drg2,0.722,0.732,0.733,0.741,0.742,0.733,0.739,0.746,0.751
Drg3,0.792,0.848,0.854,0.869,0.857,0.848,0.839,0.848,0.845
Drg50,0.569,0.582,0.591,0.602,0.606,0.609,0.611,0.604,0.609
Drg52,0.649,0.661,0.666,0.652,0.64,0.637,0.652,0.649,0.646
Drg66,0.86,0.91,0.903,0.903,0.906,0.906,0.908,0.904,0.914
Drg67,0.797,0.841,0.841,0.844,0.855,0.864,0.863,0.86,0.852
Drg68,0.873,0.891,0.9,0.9,0.9,0.902,0.899,0.894,0.898
Drg69,0.795,0.786,0.778,0.787,0.792,0.795,0.804,0.802,0.809
Drg84,0.612,0.575,0.583,0.592,0.597,0.611,0.62,0.622,0.622
Drg96,0.596,0.587,0.585,0.617,0.654,0.649,0.637,0.649,0.637
Drg97,0.736,0.749,0.754,0.763,0.747,0.751,0.743,0.742,0.741
Drg178,0.695,0.689,0.695,0.742,0.756,0.718,0.706,0.699,0.705
Drg179,0.85,0.869,0.86,0.873,0.876,0.869,0.869,0.865,0.857
Drg256,0.731,0.708,0.683,0.648,0.672,0.686,0.671,0.686,0.68
Drg259,0.812,0.828,0.832,0.833,0.831,0.833,0.833,0.835,0.838
Drg261,0.821,0.817,0.826,0.819,0.818,0.822,0.828,0.813,0.814
Drg262,0.742,0.714,0.721,0.696,0.716,0.706,0.7,0.69,0.688
Drg263,0.749,0.754,0.751,0.746,0.746,0.74,0.743,0.741,0.742
Drg309,0.701,0.718,0.716,0.719,0.714,0.701,0.71,0.723,0.712
