Drg,10,20,30,40,50,60,70,80,90
Drg0,0.951,0.961,0.963,0.971,0.979,0.976,0.974,0.974,0.976
Drg2,0.732,0.771,0.761,0.757,0.763,0.752,0.752,0.756,0.752
Drg3,0.757,0.772,0.787,0.81,0.836,0.845,0.863,0.857,0.836
Drg50,0.658,0.66,0.676,0.676,0.672,0.669,0.675,0.681,0.684
Drg52,0.742,0.733,0.725,0.733,0.742,0.724,0.742,0.733,0.73
Drg66,0.812,0.843,0.84,0.855,0.866,0.849,0.86,0.858,0.852
Drg67,0.931,0.922,0.918,0.92,0.915,0.914,0.915,0.911,0.913
Drg68,0.881,0.882,0.887,0.893,0.887,0.883,0.872,0.868,0.862
Drg69,0.805,0.807,0.82,0.81,0.798,0.805,0.8,0.802,0.802
Drg84,0.647,0.632,0.633,0.621,0.619,0.626,0.623,0.617,0.63
Drg96,0.633,0.694,0.707,0.689,0.703,0.706,0.714,0.699,0.704
Drg97,0.738,0.741,0.738,0.725,0.732,0.741,0.748,0.75,0.749
Drg178,0.582,0.579,0.573,0.555,0.546,0.54,0.55,0.541,0.532
Drg179,0.804,0.794,0.796,0.797,0.797,0.803,0.795,0.805,0.795
Drg256,0.91,0.88,0.894,0.908,0.897,0.905,0.905,0.908,0.924
Drg259,0.853,0.849,0.849,0.848,0.853,0.857,0.857,0.858,0.857
Drg261,0.706,0.705,0.705,0.705,0.714,0.712,0.713,0.718,0.725
Drg262,0.669,0.678,0.711,0.7,0.682,0.674,0.695,0.688,0.715
Drg263,0.799,0.799,0.802,0.798,0.797,0.791,0.789,0.788,0.789
Drg309,0.605,0.642,0.638,0.638,0.63,0.634,0.629,0.624,0.616
