Drg,data_1,data_2,data_3,data_4,data_5,mean_result
Drg0,0.6976958525345622,0.9076354679802956,0.9429824561403508,0.9205882352941176,0.9027777777777778,0.8743359579454208
Drg2,0.6095238095238096,0.5450602409638554,0.7258297258297258,0.7142857142857142,0.5245623941276115,0.6238523769461433
Drg3,0.6608187134502924,0.7660818713450293,0.6833333333333333,0.5773809523809523,0.48582230623818523,0.6346874353495585
Drg50,0.5990566037735849,0.6041710114702815,0.684612031386225,0.5988614800759013,0.7360240334378265,0.6445450320287639
Drg52,0.6936383928571428,0.7792207792207793,0.8148148148148148,0.695054945054945,0.6717914438502673,0.7309040751595898
Drg66,0.30626780626780625,0.6612499999999999,0.7040816326530612,0.6525735294117646,0.38164251207729466,0.5411630960819853
Drg67,0.7606837606837606,0.7747663551401869,0.6975438596491228,0.6664081885856079,0.6436688311688312,0.7086141990455019
Drg68,0.7634932533733134,0.5454104718810601,0.4377853881278539,0.39745627980922094,0.7937885802469136,0.5875867946876724
Drg69,0.6841448189762797,0.43724279835390945,0.3981762917933131,0.444047619047619,0.47421434327155515,0.4875651742885353
Drg84,0.6434558349451966,0.6301313628899836,0.5511786600496278,0.6132323897300855,0.5954248366013072,0.6066846168432402
Drg96,0.653184165232358,0.832183908045977,0.6438356164383562,0.7741935483870968,0.7413793103448276,0.7289553096897231
Drg97,0.7072010869565217,0.7297003907946157,0.6908143939393939,0.668417761100688,0.7062776304155615,0.7004822526413562
Drg178,0.3405612244897959,0.6505050505050505,0.5851293103448276,0.4696969696969697,0.6106382978723405,0.5313061705817967
Drg179,0.6330680813439434,0.7112542629784009,0.6468058968058967,0.39706862091938705,0.5752941176470588,0.5926981959389374
Drg256,0.7934782608695653,0.47605224963715537,0.6666666666666666,0.8046153846153846,0.7378472222222223,0.6957319568021989
Drg259,0.8461445051608986,0.8349253731343284,0.7712930636980435,0.7940939597315436,0.8873043917213529,0.8267522586892333
Drg261,0.7157738095238095,0.5852749301025164,0.6729559748427673,0.7856125356125356,0.60625814863103,0.6731750797425318
Drg262,0.740953947368421,0.5707070707070707,0.6794871794871794,0.7954696868754164,0.6951219512195123,0.6963479671315199
Drg263,0.710085199128195,0.6043049543049543,0.5860405767513078,0.646199201972196,0.6749317949300897,0.6443123454173485
Drg309,0.6303763440860215,0.8252551020408163,0.784,0.6805194805194805,0.7585139318885448,0.7357329717069726
