Drg,0.1
Drg0,0.769
Drg2,0.627
Drg3,0.62
Drg50,0.571
Drg52,0.571
Drg66,0.682
Drg67,0.76
Drg68,0.765
Drg69,0.742
Drg84,0.559
Drg96,0.649
Drg97,0.688
Drg178,0.575
Drg179,0.83
Drg256,0.593
Drg259,0.796
Drg261,0.567
Drg262,0.507
Drg263,0.624
Drg309,0.608
