Drg,0.1,0.2,1.0
Drg0,0.864,0.875,0.934
Drg2,0.587,0.672,0.685
Drg3,0.721,0.842,0.883
Drg50,0.626,0.612,0.679
Drg52,0.567,0.635,0.703
Drg66,0.671,0.776,0.911
Drg67,0.672,0.751,0.852
Drg68,0.756,0.789,0.85
Drg69,0.74,0.735,0.829
Drg84,0.565,0.58,0.621
Drg96,0.546,0.681,0.735
Drg97,0.684,0.701,0.76
Drg178,0.519,0.665,0.702
Drg179,0.765,0.8,0.841
Drg256,0.603,0.611,0.664
Drg259,0.801,0.822,0.85
Drg261,0.648,0.639,0.696
Drg262,0.511,0.595,0.613
Drg263,0.627,0.661,0.724
Drg309,0.614,0.63,0.706
