Drg,0.1,0.2,1.0
Drg0,0.665,0.642,0.809
Drg2,0.558,0.573,0.653
Drg3,0.561,0.459,0.468
Drg50,0.535,0.572,0.527
Drg52,0.625,0.654,0.692
Drg66,0.419,0.564,0.421
Drg67,0.602,0.653,0.686
Drg68,0.425,0.487,0.414
Drg69,0.496,0.5,0.449
Drg84,0.564,0.564,0.579
Drg96,0.556,0.701,0.618
Drg97,0.565,0.641,0.642
Drg178,0.582,0.563,0.652
Drg179,0.736,0.726,0.755
Drg256,0.554,0.643,0.662
Drg259,0.806,0.813,0.829
Drg261,0.591,0.616,0.648
Drg262,0.626,0.643,0.574
Drg263,0.553,0.617,0.667
Drg309,0.663,0.686,0.702
