Drg,0.1,0.2,1.0
Drg0,0.715,0.706,0.873
Drg2,0.531,0.591,0.661
Drg3,0.453,0.521,0.67
Drg50,0.559,0.611,0.655
Drg52,0.616,0.645,0.705
Drg66,0.52,0.497,0.479
Drg67,0.637,0.629,0.721
Drg68,0.548,0.48,0.584
Drg69,0.444,0.578,0.486
Drg84,0.54,0.542,0.613
Drg96,0.617,0.682,0.656
Drg97,0.602,0.642,0.677
Drg178,0.565,0.551,0.661
Drg179,0.722,0.705,0.763
Drg256,0.597,0.625,0.653
Drg259,0.787,0.812,0.84
Drg261,0.56,0.62,0.663
Drg262,0.58,0.619,0.606
Drg263,0.591,0.623,0.67
Drg309,0.711,0.619,0.7
