Drg,data_1,data_2,data_3,data_4,data_5,mean_result
Drg0,0.48294930875576036,0.7709359605911329,0.75,0.6698529411764707,0.5972222222222222,0.6541920865491172
Drg2,0.6834733893557423,0.6756626506024097,0.7133237133237134,0.5828754578754579,0.6030491247882552,0.6516768671891158
Drg3,0.5584795321637427,0.6374269005847953,0.6785714285714286,0.5714285714285714,0.6238185255198487,0.6139449916536774
Drg50,0.6457023060796645,0.5737226277372263,0.6739319965126417,0.5445920303605313,0.6943573667711599,0.6264612654922447
Drg52,0.73828125,0.8445493900039355,0.8047138047138047,0.6593406593406594,0.7232620320855615,0.7540294272287922
Drg66,0.45868945868945876,0.2475,0.4438775510204082,0.45404411764705876,0.3961352657004831,0.4000492786114818
Drg67,0.520979020979021,0.5345794392523364,0.6431578947368422,0.651985111662531,0.6304112554112553,0.5962225444083972
Drg68,0.3620689655172413,0.30122818358112474,0.439117199391172,0.38282988871224166,0.3699845679012345,0.3710457610206029
Drg69,0.4984394506866417,0.4662551440329218,0.5300911854103343,0.4658730158730158,0.4625302175664786,0.4846378027138784
Drg84,0.5925209542230819,0.6253420908593322,0.49441687344913154,0.6816984858459513,0.6009803921568627,0.598991759306872
Drg96,0.6695352839931153,0.7982758620689655,0.6676279740447008,0.6586021505376344,0.7557471264367815,0.7099576794162396
Drg97,0.7293931159420289,0.7414242292661746,0.710858585858586,0.7021888680425266,0.6970822281167108,0.7161894054452055
Drg178,0.5867346938775511,0.5313131313131313,0.591594827586207,0.5056818181818181,0.6553191489361703,0.5741287239789756
Drg179,0.6887709991158267,0.729064039408867,0.5614250614250614,0.7854763491005996,0.7218823529411764,0.6973237603983062
Drg256,0.75,0.5239477503628447,0.6509803921568627,0.7923076923076924,0.734375,0.69032216696548
Drg259,0.5004857316332727,0.4773134328358209,0.5133390422238324,0.49704697986577184,0.43885663806158504,0.48540836492405665
Drg261,0.6685267857142856,0.5829450139794967,0.7449971412235563,0.7905982905982906,0.605606258148631,0.6785346979328521
Drg262,0.7138157894736842,0.5822510822510822,0.6425339366515838,0.7455029980013325,0.6629711751662971,0.6694149963087959
Drg263,0.7018823063205866,0.684968734968735,0.6880438943473268,0.7597275522911531,0.6827895873593269,0.7034824150574257
Drg309,0.6169354838709677,0.8341836734693877,0.7740000000000001,0.6324675324675324,0.7585139318885449,0.7232201243392866
