Drg,0.1,0.2,1.0
Drg0,0.818,0.859,0.929
Drg2,0.578,0.622,0.679
Drg3,0.482,0.664,0.777
Drg50,0.604,0.625,0.679
Drg52,0.641,0.612,0.699
Drg66,0.712,0.779,0.925
Drg67,0.738,0.75,0.845
Drg68,0.73,0.781,0.844
Drg69,0.717,0.768,0.835
Drg84,0.507,0.548,0.618
Drg96,0.588,0.669,0.714
Drg97,0.723,0.737,0.763
Drg178,0.595,0.534,0.699
Drg179,0.79,0.824,0.818
Drg256,0.533,0.626,0.731
Drg259,0.818,0.819,0.848
Drg261,0.576,0.66,0.704
Drg262,0.594,0.592,0.59
Drg263,0.636,0.682,0.728
Drg309,0.612,0.611,0.691
