Drg,data_1,data_2,data_3,data_4,data_5,mean_result
Drg0,0.7179723502304147,0.7746305418719212,0.736842105263158,0.8007352941176471,0.6706349206349207,0.7401630424236123
Drg2,0.5932773109243697,0.5556626506024096,0.6738816738816739,0.6694139194139194,0.3867871259175607,0.5758045361479867
Drg3,0.6052631578947368,0.7251461988304093,0.5880952380952381,0.4642857142857143,0.5236294896030246,0.5812839597418247
Drg50,0.7070230607966457,0.5822732012513034,0.7175239755884917,0.5618595825426945,0.7468652037617555,0.6631090047881781
Drg52,0.7137276785714286,0.7831562377016923,0.7558922558922558,0.742445054945055,0.733957219251337,0.7458356892723537
Drg66,0.8717948717948718,0.87,0.9719387755102041,0.8915441176470589,0.893719806763285,0.899799514343084
Drg67,0.8430458430458431,0.7669781931464175,0.8,0.7869106699751861,0.8603896103896104,0.8114648633114114
Drg68,0.7713643178410794,0.8668390433096316,0.754185692541857,0.8585055643879174,0.8946759259259259,0.8291141088012821
Drg69,0.7418851435705369,0.845679012345679,0.8382978723404254,0.7757936507936507,0.8190975020145045,0.8041506362129593
Drg84,0.5738233397807867,0.7476737821565408,0.5738213399503722,0.5720868992758394,0.6957516339869282,0.6326313990300936
Drg96,0.6368330464716008,0.8275862068965517,0.6697909156452776,0.7724014336917563,0.8175287356321839,0.7448280676674741
Drg97,0.8002717391304348,0.812852800694746,0.7305871212121212,0.7458411507191994,0.7625110521662246,0.7704127727845452
Drg178,0.6760204081632654,0.6888888888888889,0.7219827586206897,0.7386363636363636,0.772340425531915,0.7195737689682244
Drg179,0.753315649867374,0.8741947707464948,0.8710073710073709,0.843437708194537,0.8065882352941177,0.8297087470219788
Drg256,0.782608695652174,0.7474600870827286,0.5882352941176471,0.8092307692307693,0.6180555555555556,0.709118080327775
Drg259,0.8340012143290833,0.8933830845771144,0.8486265726895461,0.8361744966442952,0.8855376072690561,0.859544595101819
Drg261,0.7265625,0.6593662628145387,0.7249857061177816,0.8034188034188033,0.7105606258148631,0.7249787796331973
Drg262,0.7023026315789473,0.5223665223665224,0.7420814479638009,0.6795469686875416,0.6419068736141907,0.6576408888422006
Drg263,0.773548642758074,0.6730639730639731,0.7164476202628556,0.7681652984979795,0.7410765033534159,0.7344604075872596
Drg309,0.6155913978494624,0.8061224489795918,0.756,0.6792207792207793,0.7879256965944272,0.7289720645288522
