Drg,10,20,30,40,50,60,70,80,90
Drg0,0.906,0.904,0.909,0.86,0.921,0.9,0.896,0.876,0.881
Drg2,0.603,0.599,0.6,0.671,0.628,0.604,0.618,0.596,0.619
Drg3,0.766,0.75,0.752,0.678,0.667,0.682,0.563,0.605,0.6
Drg50,0.57,0.568,0.584,0.6,0.569,0.58,0.608,0.604,0.638
Drg52,0.579,0.544,0.586,0.616,0.572,0.661,0.598,0.672,0.686
Drg66,0.675,0.636,0.642,0.761,0.733,0.786,0.689,0.734,0.665
Drg67,0.692,0.692,0.733,0.753,0.795,0.744,0.735,0.786,0.784
Drg68,0.751,0.748,0.742,0.769,0.777,0.758,0.746,0.778,0.718
Drg69,0.726,0.697,0.736,0.697,0.74,0.745,0.693,0.744,0.735
Drg84,0.529,0.594,0.529,0.565,0.516,0.579,0.6,0.609,0.58
Drg96,0.63,0.638,0.61,0.647,0.581,0.678,0.675,0.643,0.65
Drg97,0.67,0.728,0.711,0.735,0.694,0.717,0.693,0.729,0.71
Drg178,0.63,0.598,0.597,0.598,,0.653,0.722,0.682,0.683
Drg179,0.782,0.781,0.792,0.797,0.763,0.773,0.793,0.785,0.795
Drg256,0.592,0.514,0.643,0.679,0.616,0.646,0.687,0.656,0.691
Drg259,0.809,0.815,0.829,0.805,0.85,0.813,0.826,0.813,0.834
Drg261,0.578,0.63,0.663,0.614,0.66,0.64,0.691,0.634,0.63
Drg262,0.469,0.552,0.558,0.579,0.608,0.568,0.647,0.657,0.606
Drg263,0.655,0.65,0.651,0.649,0.665,0.667,0.657,0.674,0.67
Drg309,0.592,0.667,0.664,0.642,0.665,0.665,0.693,0.692,0.705
