Drg,10,20,30,40,50,60,70,80,90
Drg0,0.918,0.914,0.9,0.906,0.919,0.912,0.918,0.919,0.905
Drg2,0.615,0.62,0.622,0.656,0.604,0.619,0.636,0.628,0.609
Drg3,0.847,0.814,0.81,0.763,0.83,0.79,0.759,0.741,0.661
Drg50,0.575,0.581,0.602,0.63,0.568,0.643,0.604,0.621,0.593
Drg52,0.656,0.651,0.642,0.66,0.627,0.649,0.665,0.671,0.679
Drg66,0.833,0.852,0.79,0.889,0.857,0.803,0.898,0.815,0.73
Drg67,0.772,0.775,0.785,0.788,0.788,0.778,0.781,0.788,0.824
Drg68,0.792,0.834,0.815,0.821,0.794,0.812,0.831,0.846,0.829
Drg69,0.792,0.784,0.801,0.777,0.791,0.82,0.766,0.792,0.798
Drg84,0.554,0.554,0.546,0.585,0.587,0.563,0.585,0.599,0.628
Drg96,0.592,0.643,0.668,0.616,0.635,0.659,0.633,0.636,0.598
Drg97,0.743,0.73,0.713,0.724,0.751,0.736,0.735,0.7,0.712
Drg178,0.574,0.647,0.675,0.644,0.682,0.664,0.656,0.702,0.691
Drg179,0.842,0.818,0.862,0.839,0.793,0.865,0.842,0.841,0.814
Drg256,0.572,0.649,0.523,0.5,0.608,0.659,0.654,0.653,0.635
Drg259,0.823,0.814,0.815,0.836,0.819,0.813,0.833,0.817,0.833
Drg261,0.63,0.618,0.644,0.647,0.633,0.66,0.659,0.649,0.674
Drg262,0.527,0.577,0.584,0.517,0.527,0.584,0.631,0.564,0.645
Drg263,0.663,0.665,0.684,0.664,0.659,0.677,0.681,0.686,0.677
Drg309,0.651,0.68,0.688,0.675,0.684,0.673,0.741,0.665,0.654
