Drg,10,20,30,40,50,60,70,80,90
Drg0,0.605,0.622,0.589,0.596,0.611,0.636,0.646,0.648,0.626
Drg2,0.534,0.552,0.558,0.559,0.563,0.569,0.57,0.568,0.571
Drg3,0.409,0.393,0.381,0.387,0.402,0.401,0.424,0.432,0.446
Drg50,0.646,0.663,0.668,0.678,0.677,0.681,0.683,0.686,0.69
Drg52,0.666,0.702,0.712,0.713,0.722,0.727,0.735,0.729,0.719
Drg66,0.479,0.633,0.649,0.682,0.703,0.73,0.773,0.796,0.828
Drg67,0.601,0.692,0.721,0.761,0.778,0.805,0.813,0.82,0.822
Drg68,0.483,0.584,0.59,0.607,0.621,0.639,0.673,0.678,0.712
Drg69,0.486,0.569,0.631,0.647,0.685,0.71,0.733,0.758,0.785
Drg84,0.581,0.598,0.613,0.638,0.638,0.649,0.649,0.647,0.645
Drg96,0.628,0.623,0.64,0.652,0.654,0.652,0.648,0.656,0.673
Drg97,0.604,0.642,0.658,0.665,0.677,0.689,0.701,0.709,0.714
Drg178,0.621,0.64,0.661,0.679,0.689,0.688,0.689,0.692,0.687
Drg179,0.763,0.786,0.801,0.822,0.826,0.832,0.84,0.841,0.841
Drg256,0.668,0.664,0.704,0.711,0.702,0.703,0.703,0.704,0.714
Drg259,0.787,0.817,0.835,0.84,0.843,0.845,0.847,0.851,0.852
Drg261,0.608,0.644,0.663,0.67,0.682,0.686,0.696,0.709,0.711
Drg262,0.521,0.541,0.559,0.568,0.591,0.606,0.618,0.617,0.623
Drg263,0.67,0.691,0.705,0.711,0.719,0.723,0.725,0.726,0.734
Drg309,0.639,0.679,0.688,0.708,0.702,0.707,0.704,0.7,0.698
